facade	kind	native_item	public_symbol	surface_status	source_evidence	source_status	guide	documentation_status	test_evidence	test_status	canonical_example	example_status	reason
clojure	function	llev_abi_version	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not wrapped; delegated to the JVM facade, which mirrors ABI constants via GeneratedAbi.java
clojure	function	llev_api_revision	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not wrapped; delegated to the JVM facade, which mirrors ABI constants via GeneratedAbi.java
clojure	function	llev_build_features	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not wrapped; phonetic availability surfaces at call time as the delegated NativeException with the UNSUPPORTED status
clojure	function	llev_last_error_message	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	the delegated JVM NativeException (message + status) propagates unchanged; no Clojure-specific wrapper symbol
clojure	function	llev_string_free	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
clojure	function	llev_string_array_free	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
clojure	function	llev_string_dup	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	legacy independent C string ABI; this facade never receives llev-owned C strings (owned text crosses as LlevOwnedString and is released with llev_owned_string_free)
clojure	function	llev_distance	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not part of the Tier-1 managed facade surface; python, jvm, clojure, and the typed javascript facade uniformly omit standalone distance helpers (the JavaScript shared JavaScript runtime carries them for JS callers)
clojure	function	llev_distance_threshold	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not part of the Tier-1 managed facade surface; python, jvm, clojure, and the typed javascript facade uniformly omit standalone distance helpers (the JavaScript shared JavaScript runtime carries them for JS callers)
clojure	function	llev_damerau_distance	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not part of the Tier-1 managed facade surface; python, jvm, clojure, and the typed javascript facade uniformly omit standalone distance helpers (the JavaScript shared JavaScript runtime carries them for JS callers)
clojure	function	llev_damerau_distance_threshold	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not part of the Tier-1 managed facade surface; python, jvm, clojure, and the typed javascript facade uniformly omit standalone distance helpers (the JavaScript shared JavaScript runtime carries them for JS callers)
clojure	function	llev_true_damerau_distance	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not part of the Tier-1 managed facade surface; python, jvm, clojure, and the typed javascript facade uniformly omit standalone distance helpers (the JavaScript shared JavaScript runtime carries them for JS callers)
clojure	function	llev_true_damerau_distance_threshold	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not part of the Tier-1 managed facade surface; python, jvm, clojure, and the typed javascript facade uniformly omit standalone distance helpers (the JavaScript shared JavaScript runtime carries them for JS callers)
clojure	function	llev_transducer_new	transducer	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_transducer_snapshot	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not exposed as a separate facade operation; ordinary query construction already captures a query-start snapshot and this facade has no explicit reusable snapshot object
clojure	function	llev_transducer_free	close!	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_transducer_unit_domain	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	not bound; every match descriptor carries its own unit domain, so the transducer-level accessor is redundant for this facade
clojure	function	llev_transducer_query_utf8	query	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_transducer_query_bytes	query	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_transducer_query_u64	query	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_query_cursor_next_batch	ResultCursor	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	function	llev_query_cursor_next_batch	reduce-batches	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_query_cursor_release_batch	ResultCursor	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	function	llev_query_cursor_release_batch	reduce-batches	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_query_cursor_reduce	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	batch reduction is provided by reduce-batches (delegating to QueryCursor.forEachBatch) over next_batch/release_batch leases; the native callback reducer is not bound
clojure	function	llev_query_cursor_free	close!	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_owned_string_free	rewrite	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	function	llev_phonetic_pattern_compile_regex	phonetic-pattern	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_phonetic_pattern_compile_llre	llre-pattern	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	function	llev_phonetic_pattern_free	close!	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_phonetic_pattern_size	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	available through Java interop on the returned PhoneticPattern (.size) object; the deliberately thin Clojure def surface is pinned by scripts/check-clojure-facades.clj
clojure	function	llev_phonetic_pattern_matches	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	available through Java interop on the returned PhoneticPattern (.matches) object; the deliberately thin Clojure def surface is pinned by scripts/check-clojure-facades.clj
clojure	function	llev_transducer_query_pattern	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	available through Java interop on the returned Transducer (.query transducer pattern distance) object; the deliberately thin Clojure def surface is pinned by scripts/check-clojure-facades.clj
clojure	function	llev_phonetic_rules_parse	phonetic-rules	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	function	llev_phonetic_rules_builtin	phonetic-rules	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	function	llev_phonetic_rules_free	close!	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
clojure	function	llev_phonetic_rules_len	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	available through Java interop on the returned PhoneticRuleSet (.size) object; the deliberately thin Clojure def surface is pinned by scripts/check-clojure-facades.clj
clojure	function	llev_phonetic_rules_apply	rewrite	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	enum	enum:status	-	reasoned-absence	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	inapplicable	bindings/clojure/README.md	inapplicable	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	inapplicable	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	inapplicable	the delegated NativeException carries the numeric status; no Clojure re-exposure
clojure	enum	enum:algorithm	algorithms	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	enum	enum:queryOrder	orders	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	enum	enum:phoneticRuleSetKind	phonetic-rules	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	protocol	protocol:iterator	ResultCursor	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	audit-required	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	audit-required	-
clojure	protocol	protocol:reducer	reduce-batches	exposed	["bindings/clojure/src/vinary_tree/liblevenshtein.clj"]	complete	bindings/clojure/README.md	complete	["bindings/clojure/test/vinary_tree/liblevenshtein_test.clj"]	complete	bindings/clojure/test/vinary_tree/liblevenshtein_test.clj	complete	-
cpp	function	llev_abi_version	llev_abi_version	exposed	["include/liblevenshtein.hpp","include/liblevenshtein.h","include/liblevenshtein_abi.h"]	complete	bindings/cpp/README.md	complete	["bindings/cpp/tests/snapshot.cpp"]	complete	bindings/cpp/tests/snapshot.cpp	complete	-
cpp	function	llev_api_revision	llev_api_revision	exposed	["include/liblevenshtein.hpp","include/liblevenshtein.h","include/liblevenshtein_abi.h"]	complete	bindings/cpp/README.md	complete	["bindings/cpp/tests/snapshot.cpp"]	complete	bindings/cpp/tests/snapshot.cpp	complete	-
